ENSG00000248643 	 ENST00000412278 	 ENSE00002767281
ENSG00000267645 	 ENST00000476151 	 ENSE00002800069
ENSG00000267645 	 ENST00000476151 	 ENSE00002891227
ENSG00000267645 	 ENST00000476151 	 ENSE00001879243
ENSG00000122783 	 ENST00000393114 	 ENSE00001943355
ENSG00000122783 	 ENST00000393114 	 ENSE00001514207
ENSG00000122783 	 ENST00000393114 	 ENSE00002914109
ENSG00000122783 	 ENST00000393114 	 ENSE00001514200
ENSG00000243317 	 ENST00000507606 	 ENSE00002086392
ENSG00000243317 	 ENST00000507606 	 ENSE00002959585
ENSG00000243317 	 ENST00000507606 	 ENSE00002025535
ENSG00000233803 	 ENST00000426950 	 ENSE00001494279
ENSG00000233803 	 ENST00000426950 	 ENSE00002773629
ENSG00000233803 	 ENST00000426950 	 ENSE00001734097
ENSG00000233803 	 ENST00000426950 	 ENSE00001697845
ENSG00000233803 	 ENST00000426950 	 ENSE00001703875
ENSG00000233803 	 ENST00000426950 	 ENSE00001897275
ENSG00000169789 	 ENST00000303728 	 ENSE00001686003
ENSG00000169789 	 ENST00000303728 	 ENSE00001657597
ENSG00000169789 	 ENST00000303728 	 ENSE00002874276
ENSG00000169789 	 ENST00000303728 	 ENSE00002828816
ENSG00000169789 	 ENST00000303728 	 ENSE00002856367
ENSG00000115128 	 ENST00000233468 	 ENSE00001034726
ENSG00000115128 	 ENST00000233468 	 ENSE00000721455
ENSG00000115128 	 ENST00000233468 	 ENSE00000721450
ENSG00000115128 	 ENST00000233468 	 ENSE00000808827
ENSG00000214694 	 ENST00000409978 	 ENSE00001582795
ENSG00000214694 	 ENST00000409978 	 ENSE00002872175
ENSG00000214694 	 ENST00000409978 	 ENSE00002739988
ENSG00000214694 	 ENST00000409978 	 ENSE00002903713
ENSG00000214694 	 ENST00000409978 	 ENSE00001583669
ENSG00000214694 	 ENST00000409978 	 ENSE00002757867
ENSG00000214694 	 ENST00000409978 	 ENSE00001534958
ENSG00000214694 	 ENST00000409978 	 ENSE00001534956
ENSG00000214694 	 ENST00000409978 	 ENSE00001534949
ENSG00000214694 	 ENST00000409978 	 ENSE00001534946
ENSG00000214694 	 ENST00000409978 	 ENSE00001534944
ENSG00000214694 	 ENST00000409978 	 ENSE00001534941
ENSG00000214694 	 ENST00000409978 	 ENSE00001534938
ENSG00000214694 	 ENST00000409978 	 ENSE00001628279
ENSG00000214694 	 ENST00000409978 	 ENSE00001643724
ENSG00000214694 	 ENST00000409978 	 ENSE00001587927
ENSG00000214694 	 ENST00000409978 	 ENSE00002964241
ENSG00000214694 	 ENST00000409978 	 ENSE00001588225
ENSG00000214694 	 ENST00000398800 	 ENSE00002739988
ENSG00000214694 	 ENST00000398800 	 ENSE00002903713
ENSG00000214694 	 ENST00000398800 	 ENSE00001583669
ENSG00000214694 	 ENST00000398800 	 ENSE00002757867
ENSG00000214694 	 ENST00000398800 	 ENSE00001534958
ENSG00000214694 	 ENST00000398800 	 ENSE00001534956
ENSG00000214694 	 ENST00000398800 	 ENSE00001534949
ENSG00000214694 	 ENST00000398800 	 ENSE00001534946
ENSG00000214694 	 ENST00000398800 	 ENSE00001534944
ENSG00000214694 	 ENST00000398800 	 ENSE00001534941
ENSG00000214694 	 ENST00000398800 	 ENSE00001534938
ENSG00000214694 	 ENST00000398800 	 ENSE00001628279
ENSG00000214694 	 ENST00000398800 	 ENSE00001643724
ENSG00000214694 	 ENST00000398800 	 ENSE00001587927
ENSG00000214694 	 ENST00000398800 	 ENSE00002964241
ENSG00000214694 	 ENST00000398800 	 ENSE00001763270
ENSG00000205086 	 ENST00000378711 	 ENSE00001534917
ENSG00000205086 	 ENST00000378711 	 ENSE00001611725
ENSG00000205086 	 ENST00000378711 	 ENSE00001478458
ENSG00000205086 	 ENST00000378711 	 ENSE00001534910
ENSG00000119862 	 ENST00000238875 	 ENSE00001814625
ENSG00000119862 	 ENST00000238875 	 ENSE00002824351
ENSG00000119862 	 ENST00000238875 	 ENSE00002841517
ENSG00000119862 	 ENST00000238875 	 ENSE00002864892
ENSG00000119862 	 ENST00000238875 	 ENSE00002947242
ENSG00000186281 	 ENST00000359548 	 ENSE00001552725
ENSG00000186281 	 ENST00000359548 	 ENSE00002915876
ENSG00000186281 	 ENST00000359548 	 ENSE00002847863
ENSG00000186281 	 ENST00000359548 	 ENSE00002928666
ENSG00000186281 	 ENST00000359548 	 ENSE00002970769
ENSG00000186281 	 ENST00000359548 	 ENSE00002967554
ENSG00000186281 	 ENST00000359548 	 ENSE00002746342
ENSG00000186281 	 ENST00000359548 	 ENSE00002854084
ENSG00000186281 	 ENST00000359548 	 ENSE00002955534
ENSG00000186281 	 ENST00000359548 	 ENSE00002894117
ENSG00000186281 	 ENST00000359548 	 ENSE00002969133
ENSG00000186281 	 ENST00000359548 	 ENSE00002743246
ENSG00000186281 	 ENST00000359548 	 ENSE00002880559
ENSG00000186281 	 ENST00000359548 	 ENSE00002929761
ENSG00000186281 	 ENST00000359548 	 ENSE00001429696
ENSG00000186281 	 ENST00000359548 	 ENSE00002941768
ENSG00000186281 	 ENST00000359548 	 ENSE00002792850
ENSG00000186281 	 ENST00000359548 	 ENSE00002950833
ENSG00000186281 	 ENST00000359548 	 ENSE00002949965
ENSG00000186281 	 ENST00000359548 	 ENSE00002964427
ENSG00000186281 	 ENST00000359548 	 ENSE00002947990
ENSG00000186281 	 ENST00000359548 	 ENSE00002811094
ENSG00000186281 	 ENST00000434632 	 ENSE00001696347
ENSG00000186281 	 ENST00000434632 	 ENSE00001791718
ENSG00000186281 	 ENST00000434632 	 ENSE00002838151
ENSG00000186281 	 ENST00000434632 	 ENSE00002847863
ENSG00000186281 	 ENST00000434632 	 ENSE00002928666
ENSG00000186281 	 ENST00000434632 	 ENSE00002970769
ENSG00000186281 	 ENST00000434632 	 ENSE00002967554
ENSG00000186281 	 ENST00000434632 	 ENSE00002746342
ENSG00000186281 	 ENST00000434632 	 ENSE00002854084
ENSG00000186281 	 ENST00000434632 	 ENSE00002955534
ENSG00000186281 	 ENST00000434632 	 ENSE00002894117
ENSG00000186281 	 ENST00000434632 	 ENSE00002969133
ENSG00000186281 	 ENST00000434632 	 ENSE00002743246
ENSG00000186281 	 ENST00000434632 	 ENSE00002880559
ENSG00000186281 	 ENST00000434632 	 ENSE00002929761
ENSG00000186281 	 ENST00000434632 	 ENSE00001429696
ENSG00000186281 	 ENST00000434632 	 ENSE00002941768
ENSG00000186281 	 ENST00000434632 	 ENSE00002792850
ENSG00000186281 	 ENST00000434632 	 ENSE00002950833
ENSG00000186281 	 ENST00000434632 	 ENSE00002949965
ENSG00000186281 	 ENST00000434632 	 ENSE00002964427
ENSG00000186281 	 ENST00000434632 	 ENSE00002947990
ENSG00000186281 	 ENST00000434632 	 ENSE00002811094
ENSG00000153165 	 ENST00000409886 	 ENSE00001907451
ENSG00000153165 	 ENST00000409886 	 ENSE00002477818
ENSG00000153165 	 ENST00000409886 	 ENSE00002973571
ENSG00000153165 	 ENST00000409886 	 ENSE00002960896
ENSG00000153165 	 ENST00000409886 	 ENSE00002898410
ENSG00000153165 	 ENST00000409886 	 ENSE00002512233
ENSG00000153165 	 ENST00000409886 	 ENSE00002750110
ENSG00000153165 	 ENST00000409886 	 ENSE00002739944
ENSG00000153165 	 ENST00000409886 	 ENSE00002775383
ENSG00000153165 	 ENST00000409886 	 ENSE00002826262
ENSG00000153165 	 ENST00000409886 	 ENSE00002500452
ENSG00000153165 	 ENST00000409886 	 ENSE00002481904
ENSG00000153165 	 ENST00000409886 	 ENSE00002516276
ENSG00000153165 	 ENST00000409886 	 ENSE00002845632
ENSG00000153165 	 ENST00000409886 	 ENSE00002930698
ENSG00000153165 	 ENST00000409886 	 ENSE00002487045
ENSG00000153165 	 ENST00000409886 	 ENSE00002518301
ENSG00000153165 	 ENST00000409886 	 ENSE00002807002
ENSG00000153165 	 ENST00000409886 	 ENSE00002762140
ENSG00000153165 	 ENST00000409886 	 ENSE00002794293
ENSG00000153165 	 ENST00000409886 	 ENSE00002842183
ENSG00000153165 	 ENST00000409886 	 ENSE00002818032
ENSG00000153165 	 ENST00000409886 	 ENSE00001886622
ENSG00000256671 	 ENST00000413601 	 ENSE00002516580
ENSG00000256671 	 ENST00000413601 	 ENSE00002913636
ENSG00000256671 	 ENST00000413601 	 ENSE00002496874
ENSG00000186825 	 ENST00000303798 	 ENSE00001383847
ENSG00000186825 	 ENST00000303798 	 ENSE00001383478
ENSG00000186825 	 ENST00000303798 	 ENSE00001637096
ENSG00000248672 	 ENST00000504764 	 ENSE00002773212
ENSG00000248672 	 ENST00000504764 	 ENSE00002857642
ENSG00000248672 	 ENST00000504764 	 ENSE00002889120
ENSG00000248672 	 ENST00000504764 	 ENSE00002928547
ENSG00000248672 	 ENST00000504764 	 ENSE00002941473
ENSG00000248672 	 ENST00000504764 	 ENSE00002857062
ENSG00000248672 	 ENST00000504764 	 ENSE00002816884
ENSG00000248672 	 ENST00000504764 	 ENSE00002873296
ENSG00000248672 	 ENST00000504764 	 ENSE00002853883
ENSG00000248672 	 ENST00000504764 	 ENSE00002757816
ENSG00000248672 	 ENST00000504764 	 ENSE00002752215
ENSG00000248672 	 ENST00000504764 	 ENSE00002907588
ENSG00000248672 	 ENST00000504764 	 ENSE00002736542
ENSG00000248672 	 ENST00000504764 	 ENSE00002795197
ENSG00000248672 	 ENST00000504764 	 ENSE00002916390
ENSG00000248672 	 ENST00000504764 	 ENSE00002775943
ENSG00000248672 	 ENST00000504764 	 ENSE00002874309
ENSG00000248672 	 ENST00000504764 	 ENSE00002947958
ENSG00000248672 	 ENST00000504764 	 ENSE00002791002
ENSG00000248672 	 ENST00000504764 	 ENSE00002796705
ENSG00000248672 	 ENST00000504764 	 ENSE00002938201
ENSG00000248672 	 ENST00000504764 	 ENSE00002937402
ENSG00000248672 	 ENST00000504764 	 ENSE00002850318
ENSG00000248672 	 ENST00000504764 	 ENSE00002898549
ENSG00000248672 	 ENST00000504764 	 ENSE00002790462
ENSG00000248672 	 ENST00000504764 	 ENSE00002785242
ENSG00000248672 	 ENST00000504764 	 ENSE00002837681
ENSG00000248672 	 ENST00000504764 	 ENSE00002911724
ENSG00000248672 	 ENST00000504764 	 ENSE00002848598
ENSG00000248672 	 ENST00000504764 	 ENSE00002878205
ENSG00000248672 	 ENST00000504764 	 ENSE00002886301
ENSG00000248672 	 ENST00000504764 	 ENSE00002967933
ENSG00000248672 	 ENST00000504764 	 ENSE00002903099
ENSG00000248672 	 ENST00000504764 	 ENSE00002770250
ENSG00000248672 	 ENST00000504764 	 ENSE00002905195
ENSG00000248672 	 ENST00000504764 	 ENSE00002761128
ENSG00000248672 	 ENST00000504764 	 ENSE00002754032
ENSG00000248672 	 ENST00000504764 	 ENSE00002953727
ENSG00000248672 	 ENST00000504764 	 ENSE00002911434
ENSG00000248672 	 ENST00000505052 	 ENSE00002773212
ENSG00000248672 	 ENST00000505052 	 ENSE00002857642
ENSG00000248672 	 ENST00000505052 	 ENSE00002889120
ENSG00000248672 	 ENST00000505052 	 ENSE00002928547
ENSG00000248672 	 ENST00000505052 	 ENSE00002941473
ENSG00000248672 	 ENST00000505052 	 ENSE00002857062
ENSG00000248672 	 ENST00000505052 	 ENSE00002816884
ENSG00000248672 	 ENST00000505052 	 ENSE00002873296
ENSG00000248672 	 ENST00000505052 	 ENSE00002853883
ENSG00000248672 	 ENST00000505052 	 ENSE00002757816
ENSG00000248672 	 ENST00000505052 	 ENSE00002752215
ENSG00000248672 	 ENST00000505052 	 ENSE00002907588
ENSG00000248672 	 ENST00000505052 	 ENSE00002736542
ENSG00000248672 	 ENST00000505052 	 ENSE00002795197
ENSG00000248672 	 ENST00000505052 	 ENSE00002916390
ENSG00000248672 	 ENST00000505052 	 ENSE00002775943
ENSG00000248672 	 ENST00000505052 	 ENSE00002874309
ENSG00000248672 	 ENST00000505052 	 ENSE00002947958
ENSG00000248672 	 ENST00000505052 	 ENSE00002791002
ENSG00000248672 	 ENST00000505052 	 ENSE00002796705
ENSG00000248672 	 ENST00000505052 	 ENSE00002938201
ENSG00000248672 	 ENST00000505052 	 ENSE00002937402
ENSG00000248672 	 ENST00000505052 	 ENSE00002850318
ENSG00000248672 	 ENST00000505052 	 ENSE00002898549
ENSG00000248672 	 ENST00000505052 	 ENSE00002790462
ENSG00000248672 	 ENST00000505052 	 ENSE00002785242
ENSG00000248672 	 ENST00000505052 	 ENSE00002837681
ENSG00000248672 	 ENST00000505052 	 ENSE00002911724
ENSG00000248672 	 ENST00000505052 	 ENSE00002848598
ENSG00000248672 	 ENST00000505052 	 ENSE00002878205
ENSG00000248672 	 ENST00000505052 	 ENSE00002886301
ENSG00000248672 	 ENST00000505052 	 ENSE00002967933
ENSG00000248672 	 ENST00000505052 	 ENSE00002903099
ENSG00000248672 	 ENST00000505052 	 ENSE00002905195
ENSG00000248672 	 ENST00000505052 	 ENSE00002761128
ENSG00000248672 	 ENST00000505052 	 ENSE00002754032
ENSG00000248672 	 ENST00000505052 	 ENSE00002953727
ENSG00000248672 	 ENST00000505052 	 ENSE00002911434
ENSG00000217236 	 ENST00000394967 	 ENSE00001559933
ENSG00000217236 	 ENST00000394967 	 ENSE00001560331
ENSG00000262304 	 ENST00000572705 	 ENSE00002650748
ENSG00000262304 	 ENST00000572705 	 ENSE00002681298
ENSG00000262304 	 ENST00000572705 	 ENSE00002935264
ENSG00000262304 	 ENST00000572705 	 ENSE00002877592
ENSG00000262304 	 ENST00000572705 	 ENSE00002843096
ENSG00000262304 	 ENST00000572705 	 ENSE00002944968
ENSG00000262304 	 ENST00000572705 	 ENSE00002826909
ENSG00000262304 	 ENST00000572705 	 ENSE00002792681
ENSG00000262304 	 ENST00000572705 	 ENSE00002868850
ENSG00000262304 	 ENST00000572705 	 ENSE00002902404
ENSG00000262304 	 ENST00000572705 	 ENSE00002959689
ENSG00000262304 	 ENST00000572705 	 ENSE00002762039
ENSG00000262304 	 ENST00000572705 	 ENSE00002773646
ENSG00000262304 	 ENST00000572705 	 ENSE00002741025
ENSG00000262304 	 ENST00000572705 	 ENSE00002811477
ENSG00000262304 	 ENST00000572705 	 ENSE00002862208
ENSG00000262304 	 ENST00000572705 	 ENSE00002757226
ENSG00000262304 	 ENST00000572919 	 ENSE00002649877
ENSG00000262304 	 ENST00000572919 	 ENSE00002897585
ENSG00000262304 	 ENST00000572919 	 ENSE00002877051
ENSG00000262304 	 ENST00000572919 	 ENSE00002826557
ENSG00000262304 	 ENST00000572919 	 ENSE00002868589
ENSG00000262304 	 ENST00000572919 	 ENSE00002907579
ENSG00000262304 	 ENST00000572919 	 ENSE00002673558
ENSG00000262304 	 ENST00000572919 	 ENSE00002948875
ENSG00000262304 	 ENST00000572919 	 ENSE00002785394
ENSG00000262304 	 ENST00000572919 	 ENSE00002819764
ENSG00000262304 	 ENST00000572919 	 ENSE00002759497
ENSG00000262304 	 ENST00000572919 	 ENSE00002770318
ENSG00000262304 	 ENST00000572919 	 ENSE00002827763
ENSG00000262304 	 ENST00000572919 	 ENSE00002649009
ENSG00000255104 	 ENST00000413242 	 ENSE00001952272
ENSG00000255104 	 ENST00000413242 	 ENSE00002804969
ENSG00000255104 	 ENST00000413242 	 ENSE00002944971
ENSG00000255104 	 ENST00000413242 	 ENSE00002957647
ENSG00000255104 	 ENST00000413242 	 ENSE00002861878
ENSG00000255104 	 ENST00000413242 	 ENSE00002959674
ENSG00000255104 	 ENST00000413242 	 ENSE00002747007
ENSG00000255104 	 ENST00000413242 	 ENSE00002743522
ENSG00000255104 	 ENST00000413242 	 ENSE00002929967
ENSG00000255104 	 ENST00000413242 	 ENSE00002753463
ENSG00000255104 	 ENST00000413242 	 ENSE00002758933
ENSG00000255104 	 ENST00000413242 	 ENSE00002964811
ENSG00000255104 	 ENST00000413242 	 ENSE00002749152
ENSG00000255104 	 ENST00000413242 	 ENSE00002857790
ENSG00000255104 	 ENST00000413242 	 ENSE00002823125
ENSG00000255104 	 ENST00000413242 	 ENSE00002907285
ENSG00000255104 	 ENST00000413242 	 ENSE00001847812
ENSG00000264058 	 ENST00000476049 	 ENSE00002970122
ENSG00000264058 	 ENST00000476049 	 ENSE00002855368
ENSG00000264058 	 ENST00000476049 	 ENSE00002804498
ENSG00000264058 	 ENST00000476049 	 ENSE00002812949
ENSG00000264058 	 ENST00000476049 	 ENSE00002905019
ENSG00000264058 	 ENST00000476049 	 ENSE00001830629
ENSG00000264058 	 ENST00000476049 	 ENSE00001945187
ENSG00000264058 	 ENST00000476049 	 ENSE00001827854
ENSG00000264058 	 ENST00000476049 	 ENSE00002852345
ENSG00000264058 	 ENST00000476049 	 ENSE00002948149
ENSG00000264058 	 ENST00000476049 	 ENSE00002893996
ENSG00000264058 	 ENST00000476049 	 ENSE00002783458
ENSG00000264058 	 ENST00000476049 	 ENSE00001821994
ENSG00000108825 	 ENST00000360221 	 ENSE00001516357
ENSG00000108825 	 ENST00000360221 	 ENSE00002888195
ENSG00000108825 	 ENST00000360221 	 ENSE00002751678
ENSG00000108825 	 ENST00000360221 	 ENSE00002907673
ENSG00000108825 	 ENST00000360221 	 ENSE00002905216
ENSG00000108825 	 ENST00000360221 	 ENSE00002772676
ENSG00000108825 	 ENST00000360221 	 ENSE00002894801
ENSG00000108825 	 ENST00000360221 	 ENSE00002846894
ENSG00000108825 	 ENST00000360221 	 ENSE00002830892
ENSG00000108825 	 ENST00000360221 	 ENSE00002965576
ENSG00000108825 	 ENST00000360221 	 ENSE00002768806
ENSG00000108825 	 ENST00000360221 	 ENSE00002849806
ENSG00000108825 	 ENST00000360221 	 ENSE00002786690
ENSG00000108825 	 ENST00000360221 	 ENSE00002891744
ENSG00000108825 	 ENST00000360221 	 ENSE00002881168
ENSG00000108825 	 ENST00000360221 	 ENSE00002868735
ENSG00000108825 	 ENST00000360221 	 ENSE00002935819
ENSG00000108825 	 ENST00000409399 	 ENSE00001578597
ENSG00000108825 	 ENST00000409399 	 ENSE00001581163
ENSG00000108825 	 ENST00000409399 	 ENSE00002756438
ENSG00000108825 	 ENST00000409399 	 ENSE00002751678
ENSG00000108825 	 ENST00000409399 	 ENSE00002907673
ENSG00000108825 	 ENST00000409399 	 ENSE00002905216
ENSG00000108825 	 ENST00000409399 	 ENSE00002772676
ENSG00000108825 	 ENST00000409399 	 ENSE00002894801
ENSG00000108825 	 ENST00000409399 	 ENSE00002846894
ENSG00000108825 	 ENST00000409399 	 ENSE00002830892
ENSG00000108825 	 ENST00000409399 	 ENSE00002965576
ENSG00000108825 	 ENST00000409399 	 ENSE00002768806
ENSG00000108825 	 ENST00000409399 	 ENSE00002849806
ENSG00000108825 	 ENST00000409399 	 ENSE00002786690
ENSG00000108825 	 ENST00000409399 	 ENSE00002891744
ENSG00000108825 	 ENST00000409399 	 ENSE00002881168
ENSG00000108825 	 ENST00000409399 	 ENSE00002868735
ENSG00000108825 	 ENST00000409399 	 ENSE00001178157
ENSG00000108825 	 ENST00000421990 	 ENSE00002767965
ENSG00000108825 	 ENST00000421990 	 ENSE00002756438
ENSG00000108825 	 ENST00000421990 	 ENSE00002751678
ENSG00000108825 	 ENST00000421990 	 ENSE00002907673
ENSG00000108825 	 ENST00000421990 	 ENSE00002905216
ENSG00000108825 	 ENST00000421990 	 ENSE00002772676
ENSG00000108825 	 ENST00000421990 	 ENSE00002894801
ENSG00000108825 	 ENST00000421990 	 ENSE00002846894
ENSG00000108825 	 ENST00000421990 	 ENSE00002830892
ENSG00000108825 	 ENST00000421990 	 ENSE00002965576
ENSG00000108825 	 ENST00000421990 	 ENSE00002768806
ENSG00000108825 	 ENST00000421990 	 ENSE00002849806
ENSG00000108825 	 ENST00000421990 	 ENSE00002786690
ENSG00000108825 	 ENST00000421990 	 ENSE00002891744
ENSG00000108825 	 ENST00000421990 	 ENSE00002881168
ENSG00000108825 	 ENST00000421990 	 ENSE00002868735
ENSG00000108825 	 ENST00000421990 	 ENSE00002898683
ENSG00000227011 	 ENST00000441889 	 ENSE00001728004
ENSG00000227011 	 ENST00000441889 	 ENSE00001632258
ENSG00000227011 	 ENST00000441889 	 ENSE00001786858
ENSG00000227011 	 ENST00000441889 	 ENSE00001723030
ENSG00000214491 	 ENST00000402034 	 ENSE00001549348
ENSG00000214491 	 ENST00000402034 	 ENSE00001704408
ENSG00000214491 	 ENST00000402034 	 ENSE00001564481
ENSG00000214491 	 ENST00000402034 	 ENSE00001554364
ENSG00000214491 	 ENST00000402034 	 ENSE00001551260
ENSG00000214491 	 ENST00000402034 	 ENSE00001551128
ENSG00000214491 	 ENST00000402034 	 ENSE00001552675
ENSG00000214491 	 ENST00000402034 	 ENSE00001726493
ENSG00000214491 	 ENST00000402034 	 ENSE00001806781
ENSG00000214491 	 ENST00000402034 	 ENSE00001774390
ENSG00000214491 	 ENST00000402034 	 ENSE00001686228
ENSG00000214491 	 ENST00000402034 	 ENSE00001548292
ENSG00000251322 	 ENST00000262795 	 ENSE00002254576
ENSG00000251322 	 ENST00000262795 	 ENSE00002450363
ENSG00000251322 	 ENST00000262795 	 ENSE00002442067
ENSG00000251322 	 ENST00000262795 	 ENSE00002461344
ENSG00000251322 	 ENST00000262795 	 ENSE00002453793
ENSG00000251322 	 ENST00000262795 	 ENSE00002459009
ENSG00000251322 	 ENST00000262795 	 ENSE00002500470
ENSG00000251322 	 ENST00000262795 	 ENSE00002495482
ENSG00000251322 	 ENST00000262795 	 ENSE00002456922
ENSG00000251322 	 ENST00000262795 	 ENSE00002320209
ENSG00000251322 	 ENST00000262795 	 ENSE00002215541
ENSG00000251322 	 ENST00000262795 	 ENSE00002271416
ENSG00000251322 	 ENST00000262795 	 ENSE00002473031
ENSG00000251322 	 ENST00000262795 	 ENSE00002431878
ENSG00000251322 	 ENST00000262795 	 ENSE00002471807
ENSG00000251322 	 ENST00000262795 	 ENSE00002491240
ENSG00000251322 	 ENST00000262795 	 ENSE00002451192
ENSG00000251322 	 ENST00000262795 	 ENSE00002480565
ENSG00000251322 	 ENST00000262795 	 ENSE00002214851
